Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
5         ,9         ,lig_1oiu.sdf             ,lig_22.sdf               ,0.11080        ,0.11080        ,0.11080        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,24:23,25:24,26:31,27:32,28:33,29:34,30:35,31:36,32:37,33:38,34:39,35:40,36:41,37:42,38:43,39:44,40:45,41:46,43:30
5         ,10        ,lig_1oiu.sdf             ,lig_26.sdf               ,0.11080        ,0.11080        ,0.11080        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,26:31,27:32,28:33,29:34,30:35,31:36,32:37,33:38,34:39,35:40,36:41,37:42,38:43,39:44,40:45,41:46
5         ,11        ,lig_1oiu.sdf             ,lig_28.sdf               ,0.08208        ,0.08208        ,0.08208        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,26:27,27:28,28:29,29:30,30:31,31:32,32:33,33:34,34:35,35:36,36:37,37:38,38:39,39:40,40:41,41:42
5         ,12        ,lig_1oiu.sdf             ,lig_29.sdf               ,0.07427        ,0.07427        ,0.07427        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41
5         ,13        ,lig_1oiu.sdf             ,lig_30.sdf               ,0.09072        ,0.09072        ,0.09072        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,26:28,27:29,28:30,29:31,30:32,31:33,32:34,33:35,34:36,35:37,36:38,37:39,38:40,39:41,40:42,41:43
5         ,14        ,lig_1oiu.sdf             ,lig_31.sdf               ,0.10026        ,0.10026        ,0.10026        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,26:26,27:27,28:28,29:30,30:29,31:31,32:41,33:40,34:38,35:39,36:37,37:36,38:34,39:35,40:32,41:33
5         ,15        ,lig_1oiu.sdf             ,lig_32.sdf               ,0.07427        ,0.07427        ,0.07427        ,No        ,0:0,1:1,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,24:26,26:28,27:25,30:27,31:29,32:30,33:31,34:32,35:33,36:34,37:35,38:36,39:37,40:38,41:39
6         ,7         ,lig_1oiy.sdf             ,lig_20.sdf               ,0.60653        ,0.60653        ,0.60653        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:23,22:24,23:25,24:31,25:32,26:33,27:34,28:35,29:36,30:37,31:38,32:39,33:40,34:41,35:42,36:43,37:44,38:45,39:46,40:47,41:26,43:21
6         ,8         ,lig_1oiy.sdf             ,lig_21.sdf               ,0.60653        ,0.60653        ,0.60653        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:25,24:31,25:32,26:33,27:34,28:35,29:36,30:37,31:38,32:39,33:40,34:41,35:42,36:43,37:44,38:45,39:46,40:47,42:23,43:26
6         ,9         ,lig_1oiy.sdf             ,lig_22.sdf               ,0.60653        ,0.60653        ,0.60653        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:25,24:31,25:32,26:33,27:34,28:35,29:36,30:37,31:38,32:39,33:40,34:41,35:42,36:43,37:44,38:45,39:46,40:47,42:23,43:26
6         ,10        ,lig_1oiy.sdf             ,lig_26.sdf               ,0.49659        ,0.49659        ,0.49659        ,No        ,0:0,1:1,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:24,23:25,24:22,25:32,26:33,27:34,28:35,29:36,30:37,31:38,32:39,33:40,34:41,35:42,36:43,37:44,38:45,39:46,40:47,42:27
6         ,11        ,lig_1oiy.sdf             ,lig_28.sdf               ,0.36788        ,0.36788        ,0.36788        ,No        ,0:0,1:1,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:28,26:29,27:30,28:31,29:32,30:33,31:34,32:35,33:36,34:37,35:38,36:39,37:40,38:41,39:42,40:43,41:44,42:45,43:46
6         ,12        ,lig_1oiy.sdf             ,lig_29.sdf               ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:27,26:28,27:29,28:30,29:31,30:32,31:33,32:34,33:35,34:36,35:37,36:38,37:39,38:40,39:41,40:42,42:44,43:25
6         ,13        ,lig_1oiy.sdf             ,lig_30.sdf               ,0.40657        ,0.40657        ,0.40657        ,No        ,0:0,1:1,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:29,26:30,27:31,28:32,29:33,30:34,31:35,32:36,33:37,34:38,35:39,36:40,37:41,38:42,39:43,40:44,41:45,42:46,43:47
6         ,14        ,lig_1oiy.sdf             ,lig_31.sdf               ,0.52205        ,0.52205        ,0.52205        ,No        ,0:0,1:1,2:43,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,18:18,19:19,20:20,21:21,22:22,23:23,24:25,25:27,26:28,27:30,28:29,29:31,30:41,31:40,32:38,33:39,34:37,35:36,36:34,37:35,38:32,39:33,40:42,42:48,43:24
6         ,15        ,lig_1oiy.sdf             ,lig_32.sdf               ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:26,25:25,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41,42:42,43:47
7         ,8         ,lig_20.sdf               ,lig_21.sdf               ,0.67032        ,0.67032        ,0.67032        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,23:21,24:22,25:25,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41,42:42,43:43,44:44,45:45,46:46,47:47
7         ,9         ,lig_20.sdf               ,lig_22.sdf               ,0.67032        ,0.67032        ,0.67032        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,23:21,24:22,25:25,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41,42:42,43:43,44:44,45:45,46:46,47:47
7         ,10        ,lig_20.sdf               ,lig_26.sdf               ,0.67032        ,0.67032        ,0.67032        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,23:21,24:24,25:25,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41,42:42,43:43,44:44,45:45,46:46,47:47
7         ,11        ,lig_20.sdf               ,lig_28.sdf               ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:46,23:21,24:22,25:23,26:44,31:27,32:28,33:29,34:30,35:31,36:32,37:33,38:34,39:35,40:36,41:37,42:38,43:39,44:40,45:41,46:42,47:43
7         ,12        ,lig_20.sdf               ,lig_29.sdf               ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:24,23:21,24:22,25:23,31:26,32:27,33:28,34:29,35:30,36:31,37:32,38:33,39:34,40:35,41:36,42:37,43:38,44:39,45:40,46:41,47:42
7         ,13        ,lig_20.sdf               ,lig_30.sdf               ,0.54881        ,0.54881        ,0.54881        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:47,23:21,24:22,25:23,26:45,31:28,32:29,33:30,34:31,35:32,36:33,37:34,38:35,39:36,40:37,41:38,42:39,43:40,44:41,45:42,46:43,47:44
7         ,14        ,lig_20.sdf               ,lig_31.sdf               ,0.60653        ,0.60653        ,0.60653        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,18:18,19:19,20:20,21:24,23:21,24:22,25:23,31:26,32:27,33:28,34:30,35:29,36:31,37:41,38:40,39:38,40:39,41:37,42:36,43:34,44:35,45:32,46:33,47:42
7         ,15        ,lig_20.sdf               ,lig_32.sdf               ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:47,23:21,24:22,25:23,26:41,31:24,32:25,33:26,34:27,35:28,36:29,37:30,38:31,39:32,40:33,41:34,42:35,43:36,44:37,45:38,46:39,47:40
8         ,9         ,lig_21.sdf               ,lig_22.sdf               ,0.28650        ,0.28650        ,0.28650        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,23:23,24:24,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41,42:42,43:43,44:44,45:45,46:46
8         ,10        ,lig_21.sdf               ,lig_26.sdf               ,0.20190        ,0.20190        ,0.20190        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41,42:42,43:43,44:44,45:45,46:46
8         ,11        ,lig_21.sdf               ,lig_28.sdf               ,0.10026        ,0.10026        ,0.10026        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,31:27,32:28,33:29,34:30,35:31,36:32,37:33,38:34,39:35,40:36,41:37,42:38,43:39,44:40,45:41,46:42
8         ,12        ,lig_21.sdf               ,lig_29.sdf               ,0.09072        ,0.09072        ,0.09072        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,31:26,32:27,33:28,34:29,35:30,36:31,37:32,38:33,39:34,40:35,41:36,42:37,43:38,44:39,45:40,46:41
8         ,13        ,lig_21.sdf               ,lig_30.sdf               ,0.16530        ,0.16530        ,0.16530        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,31:28,32:29,33:30,34:31,35:32,36:33,37:34,38:35,39:36,40:37,41:38,42:39,43:40,44:41,45:42,46:43
8         ,14        ,lig_21.sdf               ,lig_31.sdf               ,0.18268        ,0.18268        ,0.18268        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,31:26,32:27,33:28,34:30,35:29,36:31,37:41,38:40,39:38,40:39,41:37,42:36,43:34,44:35,45:32,46:33
8         ,15        ,lig_21.sdf               ,lig_32.sdf               ,0.13534        ,0.13534        ,0.13534        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,23:24,24:25,31:18,33:26,34:27,35:28,36:29,37:30,38:31,39:32,40:33,41:34,42:35,43:36,44:37,45:38,46:39
9         ,10        ,lig_22.sdf               ,lig_26.sdf               ,0.20190        ,0.20190        ,0.20190        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41,42:42,43:43,44:44,45:45,46:46
9         ,11        ,lig_22.sdf               ,lig_28.sdf               ,0.10026        ,0.10026        ,0.10026        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,31:27,32:28,33:29,34:30,35:31,36:32,37:33,38:34,39:35,40:36,41:37,42:38,43:39,44:40,45:41,46:42
9         ,12        ,lig_22.sdf               ,lig_29.sdf               ,0.09072        ,0.09072        ,0.09072        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,31:26,32:27,33:28,34:29,35:30,36:31,37:32,38:33,39:34,40:35,41:36,42:37,43:38,44:39,45:40,46:41
9         ,13        ,lig_22.sdf               ,lig_30.sdf               ,0.16530        ,0.16530        ,0.16530        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,31:28,32:29,33:30,34:31,35:32,36:33,37:34,38:35,39:36,40:37,41:38,42:39,43:40,44:41,45:42,46:43
9         ,14        ,lig_22.sdf               ,lig_31.sdf               ,0.18268        ,0.18268        ,0.18268        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,31:26,32:27,33:28,34:30,35:29,36:31,37:41,38:40,39:38,40:39,41:37,42:36,43:34,44:35,45:32,46:33
9         ,15        ,lig_22.sdf               ,lig_32.sdf               ,0.12873        ,0.12873        ,0.12873        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,23:24,24:25,31:18,33:26,34:27,35:28,36:29,37:30,38:31,39:32,40:33,41:34,42:35,43:36,44:37,45:38,46:39
10        ,11        ,lig_26.sdf               ,lig_28.sdf               ,0.08208        ,0.08208        ,0.08208        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,22:24,23:25,31:27,32:28,33:29,34:30,35:31,36:32,37:33,38:34,39:35,40:36,41:37,42:38,43:39,44:40,45:41,46:42
10        ,12        ,lig_26.sdf               ,lig_29.sdf               ,0.07427        ,0.07427        ,0.07427        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,22:24,23:25,24:43,31:26,32:27,33:28,34:29,35:30,36:31,37:32,38:33,39:34,40:35,41:36,42:37,43:38,44:39,45:40,46:41
10        ,13        ,lig_26.sdf               ,lig_30.sdf               ,0.11080        ,0.11080        ,0.11080        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,22:24,23:27,24:50,31:28,32:29,33:30,34:31,35:32,36:33,37:34,38:35,39:36,40:37,41:38,42:39,43:40,44:41,45:42,46:43
10        ,14        ,lig_26.sdf               ,lig_31.sdf               ,0.12246        ,0.12246        ,0.12246        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,22:25,23:24,28:43,31:26,32:27,33:28,34:30,35:29,36:31,37:41,38:40,39:38,40:39,41:37,42:36,43:34,44:35,45:32,46:33
10        ,15        ,lig_26.sdf               ,lig_32.sdf               ,0.20190        ,0.20190        ,0.20190        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,22:24,23:25,31:18,33:26,34:27,35:28,36:29,37:30,38:31,39:32,40:33,41:34,42:35,43:36,44:37,45:38,46:39
11        ,12        ,lig_28.sdf               ,lig_29.sdf               ,0.60653        ,0.60653        ,0.60653        ,Yes       ,0:0,1:1,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,29:28,30:29,31:30,32:31,33:32,34:33,35:34,36:35,37:36,38:37,39:38,40:39,41:40,42:41,43:42,45:44
11        ,13        ,lig_28.sdf               ,lig_30.sdf               ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:28,28:29,29:30,30:31,31:32,32:33,33:34,34:35,35:36,36:37,37:38,38:39,39:40,40:41,41:42,42:43,43:44,44:45,45:46,46:47
11        ,14        ,lig_28.sdf               ,lig_31.sdf               ,0.57695        ,0.57695        ,0.57695        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,18:18,19:19,20:20,21:21,22:22,23:23,24:25,25:26,26:24,28:27,29:28,30:30,31:29,32:31,33:41,34:40,35:38,36:39,37:37,38:36,39:34,40:35,41:32,42:33,43:42,45:48,51:43
11        ,15        ,lig_28.sdf               ,lig_32.sdf               ,0.60653        ,0.60653        ,0.60653        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:26,25:28,26:29,27:24,28:25,31:27,33:30,34:31,35:32,36:33,37:34,38:35,39:36,40:37,41:38,42:39,43:40,44:41,45:42,46:47
12        ,13        ,lig_29.sdf               ,lig_30.sdf               ,0.13534        ,0.13534        ,0.13534        ,No        ,0:0,1:1,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,25:25,26:26,27:29,28:30,29:31,30:32,31:33,32:34,33:35,34:36,35:37,36:38,37:39,38:40,39:41,40:42,41:43,43:24
12        ,14        ,lig_29.sdf               ,lig_31.sdf               ,0.08208        ,0.08208        ,0.08208        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,26:26,27:27,28:28,29:30,30:29,31:31,32:41,33:40,34:38,35:39,36:37,37:36,38:34,39:35,40:32,41:33
12        ,15        ,lig_29.sdf               ,lig_32.sdf               ,0.05234        ,0.05234        ,0.05234        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,25:24,26:18,27:25,28:26,29:27,30:28,31:29,32:30,33:31,34:32,35:33,36:34,37:35,38:36,39:37,40:38,41:39
13        ,14        ,lig_30.sdf               ,lig_31.sdf               ,0.77880        ,0.77880        ,0.77880        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,18:18,19:19,20:20,21:21,22:22,23:23,24:25,25:26,26:43,27:24,29:27,30:28,31:30,32:29,33:31,34:41,35:40,36:38,37:39,38:37,39:36,40:34,41:35,42:32,43:33,44:42,46:48
13        ,15        ,lig_30.sdf               ,lig_32.sdf               ,0.54881        ,0.54881        ,0.54881        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:26,25:27,26:28,27:29,28:24,29:25,34:30,35:31,36:32,37:33,38:34,39:35,40:36,41:37,42:38,43:39,44:40,45:41,46:42,47:47
14        ,15        ,lig_31.sdf               ,lig_32.sdf               ,0.08208        ,0.08208        ,0.08208        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:17,14:16,15:15,16:14,17:13,26:24,27:25,28:26,29:28,30:27,31:29,32:38,33:39,34:36,35:37,36:35,37:34,38:32,39:33,40:31,41:30
