Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
6         ,9         ,lig_ejm_47.sdf           ,lig_ejm_50.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:20,20:22,21:23,22:24,23:25,24:26,25:27,26:28,27:29
6         ,10        ,lig_ejm_47.sdf           ,lig_ejm_54.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
6         ,11        ,lig_ejm_47.sdf           ,lig_ejm_55.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
6         ,12        ,lig_ejm_47.sdf           ,lig_jmc_23.sdf           ,0.04493        ,0.04493        ,0.04493        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
6         ,13        ,lig_ejm_47.sdf           ,lig_jmc_27.sdf           ,0.04493        ,0.04493        ,0.04493        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
6         ,14        ,lig_ejm_47.sdf           ,lig_jmc_28.sdf           ,0.04493        ,0.04493        ,0.04493        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
6         ,15        ,lig_ejm_47.sdf           ,lig_jmc_30.sdf           ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
7         ,8         ,lig_ejm_48.sdf           ,lig_ejm_49.sdf           ,0.03329        ,0.03329        ,0.03329        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
7         ,9         ,lig_ejm_48.sdf           ,lig_ejm_50.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:20,20:22,21:23,22:24,23:25,24:26,25:27,26:28,27:29
7         ,10        ,lig_ejm_48.sdf           ,lig_ejm_54.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
7         ,11        ,lig_ejm_48.sdf           ,lig_ejm_55.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
7         ,12        ,lig_ejm_48.sdf           ,lig_jmc_23.sdf           ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
7         ,13        ,lig_ejm_48.sdf           ,lig_jmc_27.sdf           ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
7         ,14        ,lig_ejm_48.sdf           ,lig_jmc_28.sdf           ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
7         ,15        ,lig_ejm_48.sdf           ,lig_jmc_30.sdf           ,0.03679        ,0.03679        ,0.03679        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
8         ,9         ,lig_ejm_49.sdf           ,lig_ejm_50.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:20,20:22,21:23,22:24,23:25,24:26,25:27,26:28,27:29
8         ,10        ,lig_ejm_49.sdf           ,lig_ejm_54.sdf           ,0.22313        ,0.22313        ,0.22313        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
8         ,11        ,lig_ejm_49.sdf           ,lig_ejm_55.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
8         ,12        ,lig_ejm_49.sdf           ,lig_jmc_23.sdf           ,0.03679        ,0.03679        ,0.03679        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
8         ,13        ,lig_ejm_49.sdf           ,lig_jmc_27.sdf           ,0.03679        ,0.03679        ,0.03679        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
8         ,14        ,lig_ejm_49.sdf           ,lig_jmc_28.sdf           ,0.03679        ,0.03679        ,0.03679        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
8         ,15        ,lig_ejm_49.sdf           ,lig_jmc_30.sdf           ,0.02725        ,0.02725        ,0.02725        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,24:30,25:31,26:32,27:33
9         ,10        ,lig_ejm_50.sdf           ,lig_ejm_54.sdf           ,0.81873        ,0.81873        ,0.81873        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:22,20:19,21:20,23:21,25:23,26:24,27:25,28:26,29:27
9         ,11        ,lig_ejm_50.sdf           ,lig_ejm_55.sdf           ,0.90484        ,0.90484        ,0.90484        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:21,20:19,21:20,24:22,25:23,26:24,27:25,28:26,29:27
9         ,12        ,lig_ejm_50.sdf           ,lig_jmc_23.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
9         ,13        ,lig_ejm_50.sdf           ,lig_jmc_27.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
9         ,14        ,lig_ejm_50.sdf           ,lig_jmc_28.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
9         ,15        ,lig_ejm_50.sdf           ,lig_jmc_30.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
10        ,11        ,lig_ejm_54.sdf           ,lig_ejm_55.sdf           ,0.60653        ,0.60653        ,0.60653        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
10        ,12        ,lig_ejm_54.sdf           ,lig_jmc_23.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
10        ,13        ,lig_ejm_54.sdf           ,lig_jmc_27.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
10        ,14        ,lig_ejm_54.sdf           ,lig_jmc_28.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
10        ,15        ,lig_ejm_54.sdf           ,lig_jmc_30.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
11        ,12        ,lig_ejm_55.sdf           ,lig_jmc_23.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
11        ,13        ,lig_ejm_55.sdf           ,lig_jmc_27.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
11        ,14        ,lig_ejm_55.sdf           ,lig_jmc_28.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
11        ,15        ,lig_ejm_55.sdf           ,lig_jmc_30.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23,20:26,21:27,22:28,23:29,24:30,25:31,26:32,27:33
12        ,13        ,lig_jmc_23.sdf           ,lig_jmc_27.sdf           ,0.95123        ,0.95123        ,0.95123        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35
12        ,14        ,lig_jmc_23.sdf           ,lig_jmc_28.sdf           ,0.95123        ,0.95123        ,0.95123        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35
12        ,15        ,lig_jmc_23.sdf           ,lig_jmc_30.sdf           ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35
13        ,14        ,lig_jmc_27.sdf           ,lig_jmc_28.sdf           ,0.95123        ,0.95123        ,0.95123        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35
13        ,15        ,lig_jmc_27.sdf           ,lig_jmc_30.sdf           ,0.74082        ,0.74082        ,0.74082        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35
14        ,15        ,lig_jmc_28.sdf           ,lig_jmc_30.sdf           ,0.77880        ,0.77880        ,0.77880        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35,37:36
